Latitude,Longitude,LandslideN,Country,Date,Day,Month,Year,Continent,Fatalities,Trigger,Report_1,Source_1,Report_2,Source_2,Report_3,Source_3,Report_4,Source_4,Location_M,Precision,Location_R,geometry,WKT_GEOM
"-8,563294577","115,1702971",3122,Indonesia,2012-01-29,29,1,2012,S.E. Asia,1,rainfall,"At least 16 people were confirmed killed and more than 2,300 houses damaged in torrential rains and strong winds that lashed much of Indonesia over the past few days.


In Bali, the heavy rains caused a massive landslide on Saturday in the Taman Ayun Tem",http://www.thejakartaglobe.com/home/tropical-cyclone-iggy-leaves-16-dead-and-trail-of-destruction/494546,,,,,,,Mengwi,"83058795,3745","Taman Ayun Temple area, Mengwi, Bali",POINT Z (115.1702971 -8.563294577 3122),POINT (115.1702971 -8.563294577)
"-7,663945966","111,1387846",1278,Indonesia,2007-12-26,26,12,2007,S.E. Asia,34,rainfall,"At least 87 people were killed or feared dead after torrential rain sent hillsides crashing in several districts on Java island Wednesday. Burst river banks forced tens of thousands more to flee their homes.  Soldiers, police and villagers have worked ar",http://www.iht.com/articles/ap/2007/12/28/asia/AS-GEN-Indonesia-Landslides.php,"Tawangmangu, an area in Central Java province worst hit by the landslides.  So far, 50 bodies have been exhumed while 17 are still missing in the area, rescue officials said.",http://uk.reuters.com/article/homepageCrisis/idUKJAK296472._CH_.242020071228,"Better weather allowed search operations in Indonesia to resume Friday, a day after heavy rains halted efforts to unearth bodies buried under tons of earth after landslides and flash floods swept through densely populated Java island.  'We continued our",http://news.monstersandcritics.com/asiapacific/news/article_1383504.php/Searchers_back_at_work_at_Java_landslide_sites_amid_better_weather,"In Indonesia, landslides in Java killed about 78 people, with many more suspected missing.  The victims included a group of 61 people in Karanganyar district, who were buried just as they were having a dinner to celebrate the successful clean-up of one m","http://newpaper.asia1.com.sg/news/story/0,4136,151788,00.html",Tawangmangu,"61424361,2432","Tawangmangu village, Karanganyar, Central Java",POINT Z (111.1387846 -7.663945966 1278),POINT (111.1387846 -7.663945966)
"-4,264924911","137,1358312",2458,Indonesia,2010-07-19,19,7,2010,S.E. Asia,1,rainfall,"More than 80 villagers in Tembagapura District, in Mimika Papua injured by landslides and one which was previously missing was found dead, following day long rain on Monday (19/7).

The landslide occurred at about 9 pm local time (+9GMT) on Monday near F","http://www.tempointeractive.com/hg/nusa/papua/2010/07/20/brk,20100720-264715,uk.html",,,,,,,Tembagapura,"1902813725,17","Tembagapura District, in Mimika Papua",POINT Z (137.1358312 -4.264924911 2458),POINT (137.1358312 -4.264924911)
"-4,264924911","137,1358312",2906,Indonesia,2011-08-01,1,8,2011,S.E. Asia,1,rainfall,"An Australian man was killed in a landslide on Monday in an area controlled by mining giant Freeport Indonesia in Tembagapura, Papua, officials have said.

Papua Police spokesman Sr. Comr. Wachyono said on Tuesday that the landslide occurred at Mile 73 o",http://www.thejakartaglobe.com/home/australian-killed-in-freeport-mine-accident-papua-police/456657,,,,,,,Tembagapura,"1902813725,17","Tembagapura, Papua",POINT Z (137.1358312 -4.264924911 2906),POINT (137.1358312 -4.264924911)
"-4,264924911","137,1358312",5292,Indonesia,2017-07-29,29,7,2017,S.E. Asia,2,illegal mining,"On early Saturday morning a landslide triggered by heavy rainfall killed two miners in two small unregulated gold mines in Tembagapura, Timika, Papua. The miners, identified as 35-year-old Agus Sumarmo and Sardiono, 30, were buried",http://www.thejakartapost.com/news/2017/07/31/small-scale-gold-mining-risking-lives-causing-pollution.html,,,,,,,Tembagapura,"1902813725,17","Tembagapura, Timika, Papua",POINT Z (137.1358312 -4.264924911 5292),POINT (137.1358312 -4.264924911)
"1,468407549","124,8343243",3500,Indonesia,2013-02-17,17,2,2013,S.E. Asia,9,rainfall,"Flooding and landslides in northern Indonesia’s latest death toll at 15 after finding five more bodies in the mud.

The disaster sent thousands fleeing for safe ground Monday.

Families of victims poured their hearts out as they watched rescuers pull o",http://www.manilachannel.com/2013/02/18/indonesian-flooding-and-landslide-death-toll-15/,"Heavy rains in North Sulawesi, northern Indonesia triggered landslides that killed at least ten people local authorities said on Sunday. Heavy rainfall caused a number of landslides while seven sub-districts were affected in Manado the provincial capital",http://www.ubalert.com/SJvb?open_ctab=1,"Landslide and floods already killed 15 people in seven sub-districts of Manado, the capital city of North Sulawesi province. 

National Board for Disaster Management (BNPB) has previously reported that 13 residents died from  the landslide. Then, 2 other",http://www.theindonesiatoday.com/news/business-news/item/3249-death-toll-in-manado-rises-to-15.html#.USO2YNUXKdA,,,Sario,"1954425,11857","Tikala, Sario, Wenang, Tuminting, Singkil, and Pa*",POINT Z (124.8343243 1.468407549 3500),POINT (124.8343243 1.468407549)
"-7,953873806","111,0842722",5468,Indonesia,2017-11-29,29,11,2017,S.E. Asia,2,rainfall,"Regional Disaster Mitigation Agency (BPBD) personnel and search and rescue (SAR) volunteers have recovered the bodies of the victims. “Two victims were found in Tirtomoyo while two others were discovered in Manyaran,” SAR Wonogiri operations division",http://www.thejakartapost.com/news/2017/11/30/4-die-as-extreme-weather-hits-wonogiri.html,,,,,,,Tirtomoyo,"104179977,944",Tirtomoyo,POINT Z (111.0842722 -7.953873806 5468),POINT (111.0842722 -7.953873806)
"-3,600853913","137,3631747",4067,Indonesia,2014-07-15,15,7,2014,S.E. Asia,4,rainfall,"Torrential rain is thought to have triggered a landslide that killed a family of four – including two toddlers – in Puncak Jaya, Papua, on Tuesday, police said.

Papua police spokesman Sr.Cmr. Pudjo Sulistyo told the Jakarta Globe that the family, wh",http://www.thejakartaglobe.com/news/landslide-papua-buries-home-kills-family/,,,,,,,Gome,"1787594326,01","Toenggi village, Gome district, Papua",POINT Z (137.3631747 -3.600853913 4067),POINT (137.3631747 -3.600853913)
"-2,690252839","134,5556803",2616,Indonesia,2010-10-04,4,10,2010,S.E. Asia,145,rainfall,"Worst hit was the village of Wasior, where a landslide buried houses beneath tons of heavy black sludge early Monday. Soon after, a river burst its banks, sweeping away residents in a fast-moving deluge of water and debris.

""Many people didn't have time",http://www.google.com/hostednews/ap/article/ALeqM5jirxtOJtSsi37ubHAt2cuz_caiKgD9ILVP9G0?docId=D9ILVP9G0,"he death toll from flash floods in the West Papuan town of Wasior reached 97 on Thursday, as authorities warned of more deaths in villages that rescue workers had not yet been able to reach.

Rescue efforts are still underway, but are being hampered by f",http://www.thejakartaglobe.com/home/death-toll-approaches-100-after-papua-flash-floods/400162,,"The flood-ravaged West Papua town of Wasior continued to be pounded by heavy rain on Friday, slowing relief efforts, officials said.

La Abidin, an official from the Indonesian Red Cross (PMI), said efforts to locate dozens of people still missing from M",,http://www.thejakartaglobe.com/news/76-still-missing-in-wasior-as-rain-and-lack-of-supplies-hamper-relief-efforts/400362,Wasior,"295505040,409","Wasior, West Papua",POINT Z (134.5556803 -2.690252839 2616),POINT (134.5556803 -2.690252839)
"-7,359795309","109,918154",2206,Indonesia,2010-01-20,20,1,2010,S.E. Asia,5,rainfall,"A landslide triggered by heavy downpours buried five people Wednesday in Indonesia's densely populated Central Java province, officials and local media reports said. A torrent of mud slammed into a residential area in Wonoaji village in Wonosobo district","http://www.earthtimes.org/articles/show/304769,landslide-buries-five-people-in-central-indonesia.html","Two people have died and three are still missing, while five others were injured after a landslide hit Wonoaji village, Central Java, on Wednesday afternoon.

The landslide has also blocked a highway connecting Wonosobo and Dieng.

Wonosobo Regent Kholiq",http://www.thejakartapost.com/news/2010/01/21/two-died-three-missing-wonosobo-landslide.html,On Wednesday rain-triggered landslides killed five people and left one missing on Indonesia's main Java island.,http://www.nytimes.com/aponline/2010/01/22/world/AP-AS-Indonesia-Floods.html,,,Wonosobo,"30190566,5751","Wonoaji village in Wonosobo district, C. Java",POINT Z (109.918154 -7.359795309 2206),POINT (109.918154 -7.359795309)
"-8,063901115","112,4929875",1736,Indonesia,2009-01-28,28,1,2009,S.E. Asia,1,rainfall,"One person was killed and four others injured after a landslide hit a foodstall in Wonosari subdistrict, Malang district, on Wednesday night.  All the injured, identified as Kamidi, Satiyem, Sunarto and Eli were receiving medical treatment at Kanjuruhan",http://www.antara.co.id/en/arc/2009/1/29/one-killed-in-malang-landslide/,,,,,,,Wonosari,"68854337,5536","Wonosari subdistrict, Malang district, E. Java",POINT Z (112.4929875 -8.063901115 1736),POINT (112.4929875 -8.063901115)
"-6,577323819","110,6732425",3907,Indonesia,2014-02-04,4,2,2014,S.E. Asia,1,rainfall,"Floods and landslides in most parts of Central Java have caused dozens of casualties, damaged hundreds of kilometers of roads and destroyed thousands of hectares of crops.

The Central Java Disaster Mitigation Agency (BNPB) recorded 20 fatalities due to",http://www.thejakartapost.com/news/2014/02/06/flooding-landslides-cause-ongoing-death-and-destruction.html,,,,,,,Jepara,"26873048,7058","Jepara, Central Java",POINT Z (110.6732425 -6.577323819 3907),POINT (110.6732425 -6.577323819)
"-7,580707067","110,1237859",250,Indonesia,2004-12-27,27,12,2004,S.E. Asia,1,unknown,"Another casualty was a one-day-old baby who died after a landslide damaged several houses in Ngakumerto village, Salaman district, Magelang regency, some 40 kilometers from Purworejo. At least 11 houses were damaged",http://www.accessmylibrary.com/coms2/summary_0286-18354780_ITM,,,,,,,Salaman,"70249300,6245","Ngakumerto village, Salaman district, Magelang re*",POINT Z (110.1237859 -7.580707067 250),POINT (110.1237859 -7.580707067)
"-6,886495283","107,5435828",285,Indonesia,2005-02-21,21,2,2005,S.E. Asia,143,rainfall,"Twenty people were killed and 76 missing under rubble and mud after heavy rain caused a landslide on Monday near a garbage dump on the outskirts of the Indonesian city of Bandung, police said.  Police in West Java province had earlier reported that 139 p",http://www.reuters.com/newsArticle.jhtml?storyID=7687077&type=worldNews,The death toll from a landslide that hit two Indonesian villagers near a garbage dump rose to 51 on Wednesday as rescuers continued to dig through choking piles of dirt and waste for more bodies.  Little hope is held for 112 people still listed as missin,http://www.alertnet.org/thenews/newsdesk/JAK330794.htm,"Rescuers sifting through the debris of a garbage landslide in Indonesia said Wednesday that any of the more than 100 missing who had not suffocated or been crushed to death had probably died of heat exposure.``As the search went into its third day, offic",http://www.brunei-online.com/bb/thu/feb24w8.htm,"An operation to recover the bodies of 115 people trapped under an Indonesian garbage landslide suffered a setback Thursday, with strong fumes from the waste forcing rescuers to limit the time they spent sifting through the debris.  Some 59 bodies had so",http://www.brunei-online.com/bb/fri/feb25w12.htm,Cimahi,"41145303,8423","Cilimus and Cireundeu, Cimahi, Bandung",POINT Z (107.5435828 -6.886495283 285),POINT (107.5435828 -6.886495283)
"-6,825065809","107,9808499",4966,Indonesia,2016-09-20,20,9,2016,S.E. Asia,4,rainfall,"Elsewhere in West Java, emergency crews were still searching for one person missing in the wake of a massive landslide in Sumedang district that killed three others, disaster agency spokesman Sutopo Purwo Nugroho told AFP.

An avalanche of mud, rock and",http://www.japantimes.co.jp/news/2016/09/22/asia-pacific/26-dead-19-missing-indonesian-landslides-floods/#.V-Sr72NptLc,,,,,,,Sumedang,"1557520376,89","Cimareme, Sumedang",POINT Z (107.9808499 -6.825065809 4966),POINT (107.9808499 -6.825065809)
"-6,741886299","108,5535053",1342,Indonesia,2008-03-24,24,3,2008,S.E. Asia,1,unknown,"A landslide swept through a mining area in the Indonesian province of West Java Monday, killing one person and injuring 10 others, Jakarta-based Metro TV reported.    The accident occurred at around 8:30 a.m. local time (0130 GMT) in the town of Cirebon,",http://news.xinhuanet.com/english/2008-03/24/content_7848641.htm,,,,,,,Kota Cirebon,"40032646,8751","Cirebon, West Java",POINT Z (108.5535053 -6.741886299 1342),POINT (108.5535053 -6.741886299)
"-7,496892102","108,1412794",3436,Indonesia,2012-11-25,25,11,2012,S.E. Asia,5,rainfall,"The process of removing the remains of the last victim of a landslide in Curug Cipalasari village in Tasikmalaya, West Java, has been halted due to technical difficulties.

“We got out the bodies of four victims [on Sunday]. There is still one more bod",http://www.thejakartapost.com/news/2012/11/26/removal-last-tasikmalaya-landslide-victim-halted.html,,,,,,,Tasikmalaya,"2697019496,02","Curug Cipalasari village in Tasikmalaya, West Java",POINT Z (108.1412794 -7.496892102 3436),POINT (108.1412794 -7.496892102)
"-3,805198439","136,4928393",4042,Indonesia,2014-07-01,1,7,2014,S.E. Asia,13,illegal mining,"Seven people were killed while six others are still missing after a landslide occurred in an illegal mining area in Paniai district’s Damai III region in Papua on Tuesday night. 

“The landslide happened in the Baya Biru Paniai illegal mining area. F",http://www.themalaymailonline.com/world/article/seven-killed-six-missing-in-papua-illegal-mining-landslide,"A major landslide in a public mining area in Indonesia's Papua province killed nine people, with another four still missing, a senior official from the Indonesian National Disaster Mitigation Agency (BNPB) said on Friday. ""The landslide took place at 11.",http://www.globalpost.com/dispatch/news/xinhua-news-agency/140704/landslide-kills-9-indonesias-papua-province,,,,,Paniai,"4709036805,42","Damai III region, Paniai district, Papua",POINT Z (136.4928393 -3.805198439 4042),POINT (136.4928393 -3.805198439)
"-0,395870613","119,8357213",918,Indonesia,2007-01-30,30,1,2007,S.E. Asia,3,rainfall,"A mother and her two children were killed by a landslide in Donggala regency, Central Sulawesi, on Wednesday.  The landslide was triggered by heavy rain over the last week in the regency, which is located some 30km west of the provincial capital Palu.  T",http://www.thejakartapost.com/detailnational.asp?fileid=20070201.G11&irec=10,,,,,,,Donggala,"4906161105,89","Donggala regency, Central Sulawesi",POINT Z (119.8357213 -0.395870613 918),POINT (119.8357213 -0.395870613)
"-8,532917635","116,5308806",607,Indonesia,2006-01-20,20,1,2006,S.E. Asia,2,rainfall,"Landslides triggered by heavy rains have killed at least nine people at three locations in Indonesia, including the tourist islands of Bali and Lombok, the Red Cross and local media said on Monday.  ""From east Lombok we have reports of two deaths, five m",http://www.alertnet.org/thenews/newsdesk/JAK103828.htm,,,,,,,Lombok Timur,"1607053599,91",East Lombok,POINT Z (116.5308806 -8.532917635 607),POINT (116.5308806 -8.532917635)
"-9,877294517","120,2549671",3110,Indonesia,2012-01-10,10,1,2012,S.E. Asia,1,rainfall,"One child is dead after four elementary school students were buried by a landslide as they played in Indonesia.

A nine-year-old boy died at the school in East Sumba regency while the three others were in critical condition after being dug out by rescuer",http://www.foxnews.com/world/2012/01/10/child-killed-as-landslide-buries-elementary-school-students-in-indonesia/,,,,,,,Sumba Timur,"6985873455,11",East Sumba regency,POINT Z (120.2549671 -9.877294517 3110),POINT (120.2549671 -9.877294517)
"-3,751920177","102,953624",2903,Indonesia,2011-07-29,29,7,2011,S.E. Asia,4,rainfall,"Four children were killed and two more injured in a landslide in a village in Indonesia's South Sumatra province, according to an official.

""The children were playing under a steep slope when the landslide occurred on Friday,"" disaster management agency",http://www.google.com/hostednews/afp/article/ALeqM5jEC9ZlP5fA7tlJiTGjXdriNJIDkQ?docId=CNG.b802f980032bd7c04d75f200f787b575.2b1,"At least four children, and probably more, died Friday in a village in Empat Lawang, South Sumatra, after a landslide buried them as they were playing.

Three of the four children were siblings: Dewi, 13; Yusri Anjani, 10; and Defriansyah, 8, who lived i",http://www.thejakartapost.com/news/2011/07/30/four-children-killed-landslide-s-sumatra.html,,,,,Empat Lawang,"2390350753,04","Empat Lawang,South Sumatra",POINT Z (102.953624 -3.751920177 2903),POINT (102.953624 -3.751920177)
"-7,359586322","107,7888626",3557,Indonesia,2013-04-20,20,4,2013,S.E. Asia,3,rainfall,"Three women working in a state- run plantation were feared dead after being buried alive in a landslide in Garut regency, West Java on Saturday, according to Indonesia's National Disaster Mitigation Agency (BNPB).

The landslide occurred at 7:30 a.m. loc",http://www.shanghaidaily.com/article/article_xinhua.asp?id=137983,,,,,,,Garut,"3089513220,43","Garut regency, West Java",POINT Z (107.7888626 -7.359586322 3557),POINT (107.7888626 -7.359586322)
"-7,359586322","107,7888626",2774,Indonesia,2011-05-06,6,5,2011,S.E. Asia,17,rainfall,"Seventeen people were killed, two people went missing and four others suffered from injuries in landslides in West Java of Indonesia, officials said on Saturday.

Yayah Suheryanto, senior official of disaster management and mitigation agency in West Java",http://news.xinhuanet.com/english2010/world/2011-05/07/c_13863509.htm,,,,,,,Garut,"3089513220,43","Garut, West Java",POINT Z (107.7888626 -7.359586322 2774),POINT (107.7888626 -7.359586322)
"-7,614457779","111,0192659",1737,Indonesia,2009-01-30,30,1,2009,S.E. Asia,6,rainfall,"A search and rescue time is working to dig out four residents buried in a landslide in Glegok village in Karanganyar, Central Java, early Saturday morning, tempointeraktif.com has reported.  The landslide was caused by heavy downpours across Central Java",http://www.thejakartapost.com/news/2009/01/31/four-feared-dead-karanganyar-landslide.html,"A government rescue official says at least six people have been killed in a landslide in central Indonesia.  Hours of torrential rain on the main island of Java sent mud and rocks tumbling onto four houses, said National Search and Rescue agency official",http://timesofindia.indiatimes.com/World/Rest_of_World/6_killed_in_Indonesian_landslide/articleshow/4056206.cms,,,,,Karanganyar,"803785168,182","Glegok village in Karanganyar, Central Java",POINT Z (111.0192659 -7.614457779 1737),POINT (111.0192659 -7.614457779)
"-7,994254329","110,6120847",4368,Indonesia,2015-06-17,17,6,2015,S.E. Asia,1,unknown,"At least one person died today after the sudden landslide of a 15 meter high cliff, in the town of Gunung Kidul, of the Yogyakarta province on Java island. Authorities fear the death of other eight people that were buried due to the collapse, which took",http://www.indonesianews.net/index.php/sid/233913893,,,,,,,Gunung Kidul,"1474318044,64","Gunung Kidul, Yogyakarta province, Java",POINT Z (110.6120847 -7.994254329 4368),POINT (110.6120847 -7.994254329)
"-0,5375676","102,3273604",3105,Indonesia,2012-01-03,3,1,2012,S.E. Asia,1,rainfall,"A mine worker has been buried for more than a week and is feared dead after a mine in Indragiri Hulu, Riau, collapsed earlier this month, police said on Wednesday.

Indragiri Hulu district police chief Adj. Sr. Comr. Hermansyah said rescuers were still a",http://www.thejakartaglobe.com/news/rough-weather-stalls-rescue-efforts-for-trapped-miner-buried-in-landslide/490690,,,,,,,Indragiri Hulu,"8084137456,89","Indragiri Hulu, Riau",POINT Z (102.3273604 -0.5375676 3105),POINT (102.3273604 -0.5375676)
"-2,65935259","140,8088992",3865,Indonesia,2013-12-31,31,12,2013,S.E. Asia,2,rainfall,"A landslide triggered by heavy rains killed two people in the Papua provincial capital of Jayapura on Tuesday evening.

The two were found dead after the landslide struck their rented house, a source said.

The bodies of the landslide victims, identified",http://www.thejakartapost.com/news/2014/01/01/two-killed-jayapura-landslide.html,,,,,,,Kota Jayapura,"758198408,651","Jayapura, Papua",POINT Z (140.8088992 -2.65935259 3865),POINT (140.8088992 -2.65935259)
"-8,235978476","113,6556954",4973,Indonesia,2016-09-27,27,9,2016,S.E. Asia,1,rainfall,"South Bali has been hit by torrential downpour the fast few days, causing dangerous landslides.

Three construction workers got stuck in the path of a landslide and one of the workers tragically did not make it out alive. 

Imam P. Sukron, 50, from Jembe",http://bali.coconuts.co/2016/09/28/construction-worker-buried-ungasan-landslide-after-heavy-rains,,,,,,,Jember,"3306436009,19","Jember, East Java (S. Bali)",POINT Z (113.6556954 -8.235978476 4973),POINT (113.6556954 -8.235978476)
"0,387260844","100,0826368",4577,Indonesia,2015-11-21,21,11,2015,S.E. Asia,2,rainfall,"After the prolonged dry season and the haze that accompanied it, heavy rains have deluged many areas and caused landslides that have left two people dead in West Sumatra and cut off a village in Aceh.

A housewife, Ria Pati Lase, 30, and her youngest son",http://www.thejakartapost.com/news/2015/11/23/landslides-kill-two-isolate-village.html,,,,,,,Pasaman,"3932906828,02","Jorong Padang Sawah, Pasaman regency, West Sumat*",POINT Z (100.0826368 0.387260844 4577),POINT (100.0826368 0.387260844)
"1,323558105","124,8156742",3884,Indonesia,2014-01-15,15,1,2014,S.E. Asia,5,rainfall,"The evacuation team on Friday continued to look for victims of Wednesday’s landslide that was triggered by major flooding in Tomohon, some 20 kilometers from Manado.

“We believe there are at least 10 people still buried under the rubble in Tabulinas",http://www.thejakartapost.com/news/2014/01/18/search-continues-victims-landslide.html,,,,,,,Tomohon,"147122235,473","Kakaskasen Clinic, Tomohon, N. Sulawesi",POINT Z (124.8156742 1.323558105 3884),POINT (124.8156742 1.323558105)
"-7,655266531","109,6174096",3906,Indonesia,2014-02-04,4,2,2014,S.E. Asia,4,rainfall,"Floods and landslides in most parts of Central Java have caused dozens of casualties, damaged hundreds of kilometers of roads and destroyed thousands of hectares of crops.

The Central Java Disaster Mitigation Agency (BNPB) recorded 20 fatalities due to",http://www.thejakartapost.com/news/2014/02/06/flooding-landslides-cause-ongoing-death-and-destruction.html,,,,,,,Kebumen,"1331612934,82","Kebumen, Central Java",POINT Z (109.6174096 -7.655266531 3906),POINT (109.6174096 -7.655266531)
"-6,789067029","110,8697221",3905,Indonesia,2014-02-04,4,2,2014,S.E. Asia,12,rainfall,"Floods and landslides in most parts of Central Java have caused dozens of casualties, damaged hundreds of kilometers of roads and destroyed thousands of hectares of crops.

The Central Java Disaster Mitigation Agency (BNPB) recorded 20 fatalities due to",http://www.thejakartapost.com/news/2014/02/06/flooding-landslides-cause-ongoing-death-and-destruction.html,,,,,,,Kudus,"435524884,677","Kudos, Central Java",POINT Z (110.8697221 -6.789067029 3905),POINT (110.8697221 -6.789067029)
"-9,918201413","123,8599663",2062,Indonesia,2009-10-07,7,10,2009,S.E. Asia,4,mining (unknown),"Four local miners were killed on Wednesday in Kupang regency, East Nusa Tenggara following a landslide at the mining site.

The four are identified as Marice Ton, Melianus Bareut, Petrus Sabloit, and Ambrosius Seran.

Kupang regency Police Chief Adj. Sr.",http://www.thejakartapost.com/news/2009/10/08/four-miners-killed-landslides.html,,,,,,,Kupang,"5109769033,84","Kupang regency, East Nusa Tenggara",POINT Z (123.8599663 -9.918201413 2062),POINT (123.8599663 -9.918201413)
"-6,64210077","106,2128343",2828,Indonesia,2011-06-19,19,6,2011,S.E. Asia,2,illegal mining,"Two people were killed and several others missing after landslides in an illegal gold mine in Banten province of Indonesia Sunday evening, local official said on Monday.

A heavy rain was blamed for the disaster which took place when a number of miners w",http://www.philstar.com/Article.aspx?articleId=698127&publicationSubCategoryId=200,,,,,,,Lebak,"3307765738,84","Lebak district, Banten Province",POINT Z (106.2128343 -6.64210077 2828),POINT (106.2128343 -6.64210077)
"-3,090387726","102,2492642",4693,Indonesia,2016-04-27,27,4,2016,S.E. Asia,6,rainfall,"Heavy rains in the last few days has caused a landslide at a mining location of geothermal site in Lebong, Bengkulu on Thursday, April 28 April 2016.

This incident which was occurred at 3am local time has killed one person, injured four, and buried anot",http://en.tempo.co/read/news/2016/04/28/307766683/Landslide-in-Bengkulu-Geothermal-Site-Kills-1-Buries-4,"One of four people who were declared missing last week after a landslide hit a mining area in the district of Lebong, Bengkulu, has been found dead, raising the number of casualties to three, officials said on Wednesday (04/05).

The body of four-year-ol",http://jakartaglobe.beritasatu.com/news/death-toll-bengkulu-landslide-rises-three/,,,,,Lebong,"1672435645,05","Lebong, Bengkulu",POINT Z (102.2492642 -3.090387726 4693),POINT (102.2492642 -3.090387726)
"0,023750535","100,5670975",5091,Indonesia,2017-03-04,4,3,2017,S.E. Asia,4,rainfall,"At least four people were killed and thousands others displaced due to floods and landslides in Indonesia's West Sumatra province, a disaster agency official said on Saturday.

Heavy downpours occurred in Limapuluh Kota district which led to communicatio",http://www.newindianexpress.com/world/2017/mar/04/four-killed-in-indonesia-floods-landslides-1577513.html,,,,,,,Lima Puluh Kota,"3269371318,51","Limapuluh Kota district, West Sumatra",POINT Z (100.5670975 0.023750535 5091),POINT (100.5670975 0.023750535)
"0,023750535","100,5670975",902,Indonesia,2007-01-08,8,1,2007,S.E. Asia,13,rainfall,"Rescuers Wednesday managed to evacuate two of the 13 casualties of landslide in a village of Padang Pariaman regency, West Sumatra.  El-Shinta radio reported that rescuers lifted two bodies -- Buyung, 4, and Novi, 37 -- from the mud that buried them in L",http://www.thejakartapost.com/detailgeneral.asp?fileid=20070109144941&irec=3,,,,,,,Lima Puluh Kota,"3269371318,51","Limo Koto district, Padang Pariaman regency, West*",POINT Z (100.5670975 0.023750535 902),POINT (100.5670975 0.023750535)
"-7,501579527","110,2467333",5023,Indonesia,2016-12-05,5,12,2016,S.E. Asia,1,rainfall,"Separately in East Java province, landslides occurred in Magelang district. leaving one person dead, Sutopo added. Indonesia has been frequently hit by landslide and flood during heavy rains.",http://www.allindiansite.com/news/international/2016/12/07/20-killed-in-indonesia-quake/1540,,,,,,,Magelang,"1131218526,39",Magelag District,POINT Z (110.2467333 -7.501579527 5023),POINT (110.2467333 -7.501579527)
"-7,501579527","110,2467333",924,Indonesia,2007-02-18,18,2,2007,S.E. Asia,10,rainfall,"Police and villagers dug through mounds of earth Monday searching for survivors or bodies after twin landslides struck Indonesia's Java island, killing at least 12 people, officials said.  The deadliest of the two landslides occurred Sunday close to Mage",http://www.thejakartapost.com/detailgeneral.asp?fileid=20070219122051&irec=2,"LANDSLIDES triggered by torrential rain hit two places on Indonesia's main Java island over the weekend, leaving eight people dead and six missing.  Eight bodies were pulled out of the muck in a hillside village near the Central Java town of Magelang. Re","http://www.news.com.au/heraldsun/story/0,21985,21249541-5005961,00.html",,,,,Magelang,"1131218526,39",Magelang in central Java province,POINT Z (110.2467333 -7.501579527 924),POINT (110.2467333 -7.501579527)
"-3,024281174","119,0166206",3209,Indonesia,2012-04-23,23,4,2012,S.E. Asia,1,rainfall,"One person was killed and several injured in a landslide that cut off 30 meters of the Trans-Sulawesi highway in Majene district, West Sulawesi, on Monday evening.

Adj. Comr. Saharuddin, the Maj ene Police traffic chief, said on Tuesday that the victim,",http://www.thejakartaglobe.com/news/one-killed-several-hurt-in-trans-sulawesi-highway-landslide/513821,,,,,,,Majene,"901420739,742","Majene district, West Sulawesi",POINT Z (119.0166206 -3.024281174 3209),POINT (119.0166206 -3.024281174)
"1,065024425","97,73177077",3073,Indonesia,2011-11-30,30,11,2011,S.E. Asia,5,rainfall,"Four people were killed and 30 others were missing after heavy rain triggered a landslide on the Indonesian island of Nias today, officials said. The landslide slammed into a village in Majo Kampung Barije district on the island in North Sumatra province",http://www.dayandnightnews.com/2011/12/four-dead-30-missing-in-indonesia-landslide/,"Four days after being hit by landslides, 10 villages in Maze district, South Nias regency, North Sumatra, are still isolated as the only bridge linking to the disaster sites has been damaged by heavy flooding.

Nearly 8,000 residents of the 10 villages a",http://www.thejakartapost.com/news/2011/12/04/10-villages-isolated-after-landslides-south-nias.html,,,,,Nias,"839929303,384","Majo Kampung Barije district, Nias, North Sumatra*",POINT Z (97.73177077 1.065024425 3073),POINT (97.73177077 1.065024425)
"-5,133417005","119,4611476",3078,Indonesia,2011-12-05,5,12,2011,S.E. Asia,11,rainfall,"The Makassar City Council plans to question the builders of an upscale housing complex whose perimeter wall collapsed during a landslide and killed 11 people in the South Sulawesi capital on Sunday. 

“There were many people killed and injured when the",http://www.thejakartaglobe.com/news/builders-probed-in-deadly-makassar-wall-collapse/482961,,,,,,,Makassar,"182881278,578",Makassar City,POINT Z (119.4611476 -5.133417005 3078),POINT (119.4611476 -5.133417005)
"-2,948800511","119,3119062",3429,Indonesia,2012-11-09,9,11,2012,S.E. Asia,17,rainfall,"18 dead and missing after flash flood in Indonesia
Updated 9 November 2012, 18:33 AEST

Four children and a baby are among those missing after flash floods and landslides hit a village on Indonesia's Sulawesi island.

Officials told the AFP news agency t",http://www.radioaustralia.net.au/international/2012-11-09/18-dead-and-missing-after-flash-flood-in-indonesia/1044014,"The number of people killed after days of torrential rain triggered a landslide and flash floods on Indonesia's Sulawesi island has climbed to 13 with four others missing, police and disaster officials said Friday.

Kain Lotong Sembe, who heads the disas",http://www.sunstar.com.ph/breaking-news/2012/11/09/death-toll-flood-indonesia-climbs-13-252455,,,,,Mamasa,"2969877954,45","Mamasa district, Sulawesi",POINT Z (119.3119062 -2.948800511 3429),POINT (119.3119062 -2.948800511)
