WKT,src_name,src_link,ev_id,ev_date,ev_time,ev_title,ev_desc,loc_desc,loc_acc,ls_cat,ls_trig,ls_size,ls_setting,fatalities,injuries,storm_name,photo_link,comments,ev_imp_src,ev_imp_id,latitude,longitude,ctry_name,ctry_code,div_name,gaz_point,gaz_dist,sub_date,edit_date,source,method,img_type,sat_date_b,sat_date_a,citation
POINT (93.7888871090001 23.322129777),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.32212978,93.78888711,Myanmar,MM,Chin,Letha,22.9,,,COOLR_R,,,,,
POINT (104.332608438 21.5184920780001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Tram Tau 2017,Tram Tau Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.51849208,104.33260844,Vietnam,VN,Yen Bai,Lao Phou Van,17.09,,,COOLR_R,,,,,
POINT (93.7518642900001 21.26021209),NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12569,,,Landslide in Myanmar,,,exact,landslide,unknown,unknown,unknown,0.0,0.0,,,Goldberg/High/between 2013-2015/,SMMML,990,21.26021209,93.75186429,Myanmar,MM,Chin,Chaung-yung,8.27,2018/08/17,,COOLR_R,,,,,
POINT (98.0781970460001 17.172501294),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hpa-An 2018,Hpa-An Kayin Myanmar 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,17.17250129,98.07819705,Myanmar,MM,Kayin,Thamo,7.84,,,COOLR_R,,,,,
POINT (104.968209494 20.9522196610001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Da Bac 2017,Da Bac Hoa Binh Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,20.95221966,104.96820949,Vietnam,VN,Hoa Binh,Gieu Ca,17.15,,,COOLR_R,,,,,
POINT (106.622287418 16.8122815020001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Huong Hua 2020,Huong Hua Quang Tri Vietnam 2020,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.8122815,106.62228742,Vietnam,VN,Quang Tri,Bo Ho Su,18.07,,,COOLR_R,,,,,
POINT (-124.4976 48.328),peninsuladailynews,http://www.peninsuladailynews.com/article/20110117/news/301179994/mudslide-removal-on-highway-112-to-begin-one-lane-access-to-neah-bay,3003,2011/01/14,19:00,"on state Highway 112, 4 miles east of the Makah reservation boundary, at Rasmussen creek, Neah Bay, Clallam county, WA",NEAH BAY -- Contractors spent Sunday transporting equipment and staging it for the removal of 300 to 400 truckloads of mud that had blocked access to Neah Bay on state Highway 112. Workers slugged away at the slide and gained one-way access to the town b,"on state Highway 112, 4 miles east of the Makah reservation boundary, at Rasmussen creek, Neah Bay, Clallam county, WA",5km,complex,downpour,large,unknown,0.0,0.0,,,,GLC,3003,48.328,-124.4976,United States,US,Washington,Neah Bay,10.1,2014/04/01,,COOLR_R,,,,,
POINT (74.1158 15.6365000000001),articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-10-08/goa/42828440_1_chorla-blocks-traffic-major-landslide,5583,2013/10/06,16:00,"Ponsuli, Goa","Heavy rain all of Saturday and Sunday led to a major landslide at Ponsuli in the Mhadei wildlife sanctuary in Sattari taluka on Sunday evening. The landslide that occurred at 4.30pm on the already deteriorating road, blocked traffic for nearly four hours","Ponsuli, Goa",5km,landslide,downpour,medium,unknown,0.0,0.0,,,,GLC,5583,15.6365,74.1158,India,IN,Goa,Kankumbi,12.58,2014/04/01,,COOLR_R,,,,,
POINT (93.843005507 23.389139093),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.38913909,93.84300551,Myanmar,MM,Chin,Neyinzaya Chaung,20.58,,,COOLR_R,,,,,
POINT (98.2470713590001 16.8987547630001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hpa-An 2018,Hpa-An Kayin Myanmar 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.89875476,98.24707136,Myanmar,MM,Kayin,Htisekaw,13.97,,,COOLR_R,,,,,
POINT (-76.8169 18.2084),jamaicaobserver,http://www.jamaicaobserver.com/news/Landslide-blocks-Junction-main-road-in-St-Mary-,2656,2010/10/30,,"Junction main road(A3), 1 mi north of Castleton, St. Mary parish",MOTORISTS are being advised that the Junction main road in St Mary is blocked. The road is blocked by a landslide one mile north of the Castleton Police Station.  Motorists coming from Kingston are being asked to use the alternative route through Golden,"Junction main road(A3), 1 mi north of Castleton, St. Mary parish",1km,landslide,unknown,medium,unknown,0.0,0.0,,,,GLC,2656,18.2084,-76.8169,Jamaica,JM,Saint Mary,Annotto Bay,9.69,2014/04/01,,COOLR_R,,,,,
POINT (104.345493023 21.562722464),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Tram Tau 2017,Tram Tau Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.56272246,104.34549302,Vietnam,VN,Yen Bai,Nghia Lo,17.05,,,COOLR_R,,,,,
POINT (93.17503923 20.8107999600001),NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12022,,,Landslide in Myanmar,,,exact,landslide,unknown,unknown,unknown,0.0,0.0,,,Muench/High/,SMMML,443,20.81079996,93.17503923,Myanmar,MM,Rakhine,Atet Than Htaung,14.45,2018/08/17,,COOLR_R,,,,,
POINT (29.357 -3.52999999999997),"Monsieurs, E., Jacobs, L., Michellier, C. et al. Landslides (2018).",https://doi.org/10.1007/s10346-018-1008-y,12722,2010/01/08,,,,,5km,mudslide,flooding,medium,unknown,0.0,0.0,,,"It is noted that ""water storage"" was the trigger for the landslide. This suggests the landslide may be related to a dam/resevoir failure, though this is unknown and therefore has been labelled as due to flooding. Rep.cat. = 6, #Un.rep. = 2, R =  3",LIWEAR,BU2,-3.53,29.357,Burundi,BI,Bujumbura Rural,Kabezi,3.26,,,COOLR_R,,,,,
POINT (74.2869000000001 36.0636000000001),pamirtimes.net,http://pamirtimes.net/2010/08/03/pictorial-report-destruction-on-the-kkh-between-gilgit-and-hunza-nagar/,2188,2010/08/01,,"Jaglot(Juglot) valley on Karakoram highway, between Gilgit and Hunza-Nagar (location of Jaglot town conflicts with this)","August 3, 2010  Debris flow at Jaglote has inundate the road disconnecting Hunza – Nagar from Gilgit. Uncertain date 7/28 - 8/3","Jaglot(Juglot) valley on Karakoram highway, between Gilgit and Hunza-Nagar (location of Jaglot town conflicts with this)",25km,landslide,downpour,medium,unknown,0.0,0.0,,,,GLC,2188,36.0636,74.2869,Pakistan,PK,Northern Areas,Nomal,1.99,2014/04/01,,COOLR_R,,,,,
POINT (93.921592939 23.5598990620001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.55989906,93.92159294,Myanmar,MM,Chin,Seksih,9.33,,,COOLR_R,,,,,
POINT (102.348103059 19.671207957),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Xieng Ngeun 2018,Xieng Ngeun Luang Prabang Laos 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,19.67120796,102.34810306,Laos,LA,Louangphabang,Ban Pak Mene,13.72,,,COOLR_R,,,,,
POINT (-122.2555 47.3031),pnwlocalnews,http://www.pnwlocalnews.com/south_king/cmv/news/81807352.html,1399,2010/01/14,04:00,"Westbound lanes of State Route 18, Auburn, WA","The westbound lanes of state Route 18 will remain closed until at least Wednesday, Jan. 20, after a second slide brought down approximately 1,500 cubic yards of mud, rocks and debris across all westbound lanes of the highway Thursday evening, Jan. 14. Th","Westbound lanes of State Route 18, Auburn, WA",1km,landslide,downpour,medium,unknown,0.0,0.0,,,,GLC,1399,47.3031,-122.2555,United States,US,Washington,Auburn,2.56,2016/06/28,,COOLR_R,,,,,
POINT (93.1172936500001 21.38190559),NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12169,,,Landslide in Myanmar,,,exact,landslide,unknown,unknown,unknown,0.0,0.0,,,Weigel/High/,SMMML,590,21.38190559,93.11729365,Myanmar,MM,Chin,Sami,9.74,2018/08/17,,COOLR_R,,,,,
POINT (102.343258434 19.713502482),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Xieng Ngeun 2018,Xieng Ngeun Luang Prabang Laos 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,19.71350248,102.34325843,Laos,LA,Louangphabang,Ban Pak Mene,13.74,,,COOLR_R,,,,,
POINT (123.8635 12.7894000000001),mb.com,http://mb.com.ph/articles/205034/dante-claims-five-more-fatalities,1018,2009/05/05,,"Brgy. Hubo, Magallanes, Sorsogon","Heavy rains brought by ""Dante"" have resulted in a landslide that killed 21 people in Sorsogon province, including two-month old Nica Rose Habitan in Brgy. Gabao, Irosin; Rean Krista Coronado, 1; Renz delos Santos, 5; Charles Hilab, 7; Catrina delos Santo","Brgy. Hubo, Magallanes, Sorsogon",10km,landslide,tropical_cyclone,large,unknown,21.0,0.0,Tropical Storm Dante (Kujira),,,GLC,1018,12.7894,123.8635,Philippines,PH,Sorsogon,Magallanes,5.75,2014/04/01,,COOLR_R,,,,,
POINT (-82.297064287 37.698570847),EKB TV,http://www.ekbtv.com/news/rock-slide-mingo-county-temporarily-closes-road,10673,2017/04/24,13:00,Landslide near Chattaroy Park and Ride,"Landslide covers both lanes of road+railroad track. Road temporarily closed and reopened by 6PM the next day, tracks closed for maintenance.","Old US-52, Williamson, West Virginia, 25661",1km,landslide,rain,small,above_road,0.0,0.0,,http://www.ekbtv.com/sites/default/files/styles/articles/public/rock.jpg?itok=vBdsvp9M,,GLC,,37.69857085,-82.29706429,United States,US,West Virginia,Williamson,2.69,2017/07/17,,COOLR_R,,,,,
POINT (-119.3135 50.6756),Eagle Valley News,http://www.eaglevalleynews.com/news/292416321.html,6779,2015/02/16,,Mt. Ida Cemetery,"On Tuesday, Feb. 16, a section of Foothill Road in Salmon Arm was closed after  a 30-metre stretch of roadside near Mt. Ida Cemetery sloughed down the adjacent embankment. This was attributed to the ground beneath the road having become oversaturated fro",Mt. Ida Cemetery,1km,landslide,flooding,small,below_road,0.0,0.0,,,,GLC,6779,50.6756,-119.3135,Canada,CA,British Columbia,Salmon Arm,3.38,2015/02/18,,COOLR_R,,,,,
POINT (93.9341600700001 23.591255296),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.5912553,93.93416007,Myanmar,MM,Chin,Seksih,6.56,,,COOLR_R,,,,,
POINT (98.9016531680001 8.28815141400003),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Khao Phanom 2011,Khao Phanom Krabi Thailand 2011,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,8.28815141,98.90165317,Thailand,TH,Krabi,Krabi,15.45,,,COOLR_R,,,,,
POINT (104.57290114 21.2628684920001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Phu Yen 2017,Phu Yen Son La Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.26286849,104.57290114,Vietnam,VN,Son La,Ban Pho,7.8,,,COOLR_R,,,,,
POINT (76.2077133540001 11.306658479),The Hindu,https://www.thehindu.com/news/national/kerala/another-landslip-shocks-adyanpara/article24682271.ece,14065,2018/08/13,14:00,Adyanpara Landslide,"A landslide occurred near Adyanpara in the Chaliyar panchayat after water in the Kanhirapuzha tributary rose, causing flooding and damaging houses.","Nilambur-Adyanpara Rd near Chaliyar Panchaya, Kerala, IND",25km,landslide,rain,medium,unknown,0.0,0.0,,,,GLC,,11.30665848,76.20771335,India,IN,Kerala,Nilambur,4.39,2020/05/20,,COOLR_R,,,,,
POINT (92.42832094 20.91802255),NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,11993,,,Landslide in Myanmar,,,exact,landslide,unknown,unknown,unknown,0.0,0.0,,,Muench/High/,SMMML,414,20.91802255,92.42832094,Myanmar,MM,Rakhine,Mayu,11.01,2018/08/17,,COOLR_R,,,,,
POINT (73.8288000000001 15.4951),The Times of India,http://timesofindia.indiatimes.com/city/goa/Minor-landslide-rattles-Altinho-neighbourhood/articleshow/35489884.cms,6036,2014/05/22,09:00,"Altinho, Goa","A minor landslide on Altinho hill slope on Thursday morning has rattled the entire neighbourhood and the vicinity beyond, as the slide occurred after the first few pre-monsoon showers. The side of a steep slope, barely 300m south of Panaji church along t","Altinho, Goa",1km,landslide,downpour,small,above_road,0.0,0.0,,,,GLC,6036,15.4951,73.8288,India,IN,Goa,Marmagao,10.54,2014/08/24,,COOLR_R,,,,,
POINT (-122.6407 44.7727),Oregon DOT,,8717,2012/01/19,10:00,"OR 226, milepost 23",,"OR 226, milepost 23",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8717,44.7727,-122.6407,United States,US,Oregon,Stayton,12.17,2016/07/08,,COOLR_R,,,,,
POINT (92.801 25.0477000000001),Telegraph India,http://www.telegraphindia.com/1100727/jsp/northeast/story_12728199.jsp,2140,2010/07/25,,"road between Halfong and Redzol(?) or Silchar, Assam",Landslides coupled with lack of maintenance have cut off road link between Haflong and Silchar.  The situation became worse after a few spells of heavy rainfall during the past week.,"road between Halfong and Redzol(?) or Silchar, Assam",25km,landslide,downpour,medium,unknown,0.0,0.0,,,,GLC,2140,25.0477,92.801,India,IN,Assam,Narainpur,6.34,2014/04/01,,COOLR_R,,,,,
POINT (85.0934 28.0297),Before It's News,http://beforeitsnews.com/environment/2015/08/earthquake-triggered-landslide-kills-1-in-nuwakot-nepal-2535790.html,7723,2015/08/21,12:00,"Kathmandu : Earthquake triggered landslide has claimed life of a person in Kahule, Nuwakot on Thursday afternoon. According to the Annapurna Post, la*","Earthquake triggered landslide has claimed life of a person in Kahule, Nuwakot on Thursday afternoon. According to the Annapurna Post, landslide hit Kushav Tamang, 83 years old person of Salme VDC-9.",,10km,landslide,earthquake,medium,unknown,1.0,0.0,,,,GLC,7723,28.0297,85.0934,Nepal,NP,Bagmati,Karigaon,18.33,2016/05/26,,COOLR_R,,,,,
POINT (-74.7968999999999 40.1205),WPVI,http://6abc.com/news/nj-family-moving-on-after-landslide-collapses-backyard/906008/,7593,2015/04/20,,"Front Street, Florence Township, New Jersey",leaky storm drain blamed,"Front Street, Florence Township, New Jersey",1km,landslide,downpour,small,bluff,0.0,0.0,,,,GLC,7593,40.1205,-74.7969,United States,US,New Jersey,Three M,4.4,2016/03/24,,COOLR_R,,,,,
POINT (35.3631315960001 1.38328781100006),"Benz, G., and Stanley, T. (2020). Pokot Landslide Inventory.",https://www.capitalfm.co.ke/news/2019/11/landslide-death-toll-in-west-pokot-rises-to-43/,20905,2019/11/23,unknown,2019 West Pokot Landslides,,,exact,,rain,,,0.0,0.0,,,"Location digitized from Sentinel image for April 6, 2020",Pokot,,1.38328781,35.3631316,Kenya,KE,West Pokot,Cherangany Hills,12.28,,,COOLR_R,,,,,
POINT (93.9390226260001 23.7027696100001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.70276961,93.93902263,Myanmar,MM,Chin,Seksih,7.77,,,COOLR_R,,,,,
POINT (93.7171268870001 22.2850150360001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hakha 2015,Hakha Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.28501504,93.71712689,Myanmar,MM,Chin,Bungtuah,14.0,,,COOLR_R,,,,,
POINT (15.13969444 50.69508333),"Blesk.cz
","http://www.blesk.cz/clanek/live-ekonomika/265258/na-zeleznicni-trat-jermanice-rychnov-se-sesunul-podmaceny-svah.html
",13886,,unknown,,,"Jermanice-Rychnov
",5km,landslide,rain,small,unknown,0.0,0.0,,,"From: Czech Academy of Sciences Landslides Inventory Based on Media Reports, https://www.irsm.cas.cz/landslides",CAS,103,50.69508333,15.13969444,Czech Republic,CZ,Liberecky,Hodkovice Nad Mohelkou,5.7,,,COOLR_R,,,,,
POINT (93.856028747 23.3447647520001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.34476475,93.85602875,Myanmar,MM,Chin,Neyinzaya Chaung,19.57,,,COOLR_R,,,,,
POINT (-111.798 40.7118),ksl,http://www.ksl.com/?nid=148&sid=6163231,1007,2009/04/15,09:00,"Parley's Canyon, Salt Lake county, Utah (several small ones)","SALT LAKE COUNTY -- For the second day in a row, Utah is being pounded by wet weather, and it's causing a few problems in the canyons. A rockslide was also reported in Emigration Canyon Wednesday morning and several smaller ones could be seen in Parley's","Parley's Canyon, Salt Lake county, Utah (several small ones)",1km,rock_fall,rain,small,unknown,0.0,0.0,,,,GLC,1007,40.7118,-111.798,United States,US,Utah,Salt Lake City International,16.37,2014/04/01,,COOLR_R,,,,,
POINT (103.314545104 22.1895215920001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Sin Ho 2018,Sin Ho Lai Chau Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.18952159,103.3145451,Vietnam,VN,Lai Chau,Ban Nam Muong,13.0,,,COOLR_R,,,,,
POINT (-84.426 39.1645),news.cincinnati,http://news.cincinnati.com/article/20110427/NEWS01/104280320/Heavy-rains-spell-mudslides?odyssey=tab%7Ctopnews%7Ctext%7CFRONTPAGE,3415,2011/04/25,,"ramp from Barrow ave. to I-71, Cincinnati, OH","Similar problems have popped up around southwest Ohio and northern Kentucky of late as the rain continues to pour. Liz Lyons, public information specialist for the Ohio Department of Transportation District 8, said two ramps in Cincinnati to southbound I","ramp from Barrow ave. to I-71, Cincinnati, OH",1km,mudslide,downpour,small,unknown,0.0,0.0,,,,GLC,3415,39.1645,-84.426,United States,US,Ohio,Cincinnati,4.77,2014/04/01,,COOLR_R,,,,,
POINT (93.7597013550001 22.465764071),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hakha 2015,Hakha Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.46576407,93.75970136,Myanmar,MM,Chin,Bungtuah,6.73,,,COOLR_R,,,,,
POINT (104.32738224 21.521181491),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Tram Tau 2017,Tram Tau Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.52118149,104.32738224,Vietnam,VN,Yen Bai,Lao Phou Van,17.31,,,COOLR_R,,,,,
POINT (104.075811378 21.810152547),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Mu Chang Chai 2017,Mu Chang Chai Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.81015255,104.07581138,Vietnam,VN,Yen Bai,Poun Loung,14.73,,,COOLR_R,,,,,
POINT (23.7513756700001 37.9975863600001),"Development of the Landslide Susceptibility Map of Attica Region, Greece, Based on the Method of Rock Engineering System",https://doi.org/10.3390/land10020148,0,,,Landslide in Attica,Rotary sliding and grounding,,Unknown,Rotational slide,Unknown,Unknown,Unknown,0.0,0.0,,,,DIAS,75,37.99758636,23.75137567,Greece,GR,Attiki,Piraeus,7.19,,,COOLR_R,,,,,
POINT (121.0613 18.4180000000001),skyscrapercity,http://www.skyscrapercity.com/showthread.php?p=65331237,2617,2010/10/18,23:00,Kms 668 and 672 of Claveria-Calanasan Road,"Apayao’s Maranas River overflowed, obstructing traffic in a section of the Apayao-Ilocos Norte Road. Kms 668 and 672 of the Claveria-Calanasan Road are still closed due to landslides. All roads leading to Kalinga have been closed due to landslides. Ken",Kms 668 and 672 of Claveria-Calanasan Road,25km,landslide,tropical_cyclone,medium,unknown,0.0,0.0,Supertyphoon Juan (Megi),,,GLC,2617,18.418,121.0613,Philippines,PH,Apayao,Taggat,20.92,2014/04/01,,COOLR_R,,,,,
POINT (104.15810912 21.782270796),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Mu Chang Chai 2017,Mu Chang Chai Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.7822708,104.15810912,Vietnam,VN,Yen Bai,Poun Loung,6.33,,,COOLR_R,,,,,
POINT (103.999121604 21.722709863),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Mu Chang Chai 2017,Mu Chang Chai Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.72270986,103.9991216,Vietnam,VN,Yen Bai,Poun Loung,20.22,,,COOLR_R,,,,,
POINT (104.143036751 21.6406734670001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Muong La 2017,Muong La Son La Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.64067347,104.14303675,Vietnam,VN,Yen Bai,Poun Loung,11.8,,,COOLR_R,,,,,
POINT (125.5245 11.1719000000001),PIA.gov,http://www.pia.gov.ph/default.asp?m=12&fi=p071114.htm&no=66,355,2007/11/13,22:00,Quinapondan-Buenavista junction of the road stretching from Marabut-Lawaan-Balangiga-Giporlos Quinapondan Road,occurred at 10pm,Quinapondan-Buenavista junction of the road stretching from Marabut-Lawaan-Balangiga-Giporlos Quinapondan Road,25km,landslide,rain,medium,unknown,0.0,0.0,,,,GLC,355,11.1719,125.5245,Philippines,PH,Eastern Samar,Quinapondan,0.29,2014/04/01,,COOLR_R,,,,,
POINT (35.4026141000001 1.35096237900007),"Benz, G., and Stanley, T. (2020). Pokot Landslide Inventory.",https://www.capitalfm.co.ke/news/2019/11/landslide-death-toll-in-west-pokot-rises-to-43/,20651,2019/11/23,unknown,2019 West Pokot Landslides,,,exact,,rain,,,0.0,0.0,,,"Location digitized from Sentinel image for April 6, 2020",Pokot,,1.35096238,35.4026141,Kenya,KE,West Pokot,Cherangany Hills,7.11,,,COOLR_R,,,,,
POINT (93.916733207 23.7063353390001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.70633534,93.91673321,Myanmar,MM,Chin,Seksih,7.3,,,COOLR_R,,,,,
POINT (93.747874573 22.6788265440001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hakha 2015,Hakha Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.67882654,93.74787457,Myanmar,MM,Chin,Ramkhlau,24.06,,,COOLR_R,,,,,
POINT (93.8620412330001 23.705159388),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.70515939,93.86204123,Myanmar,MM,Chin,Seksih,8.05,,,COOLR_R,,,,,
POINT (93.8355320680001 23.6162941210001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.61629412,93.83553207,Myanmar,MM,Chin,Seksih,7.26,,,COOLR_R,,,,,
POINT (105.055051513 20.9063574580001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Da Bac 2017,Da Bac Hoa Binh Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,20.90635746,105.05505151,Vietnam,VN,Hoa Binh,Gieu Ca,7.64,,,COOLR_R,,,,,
POINT (-117.9771 36.0833000000001),news.sierrawave,http://news.sierrawave.net/index.php?option=com_content&view=article&id=3690:massive-mudslide-closes-highway-395&catid=6&Itemid=200021,2337,2010/08/26,15:00,"rt 395, Dunmovin area between Olancha and Coso, Ca","26 August 2010 15:06   Thursday afternoon water, mud and debris rushed down a canyon in the Sierra over Highway 395 in the Dunmovin' area south of Olancha. A big rig was washed off the highway. 395 remained closed as Caltrans organized a major clean-up e","rt 395, Dunmovin area between Olancha and Coso, Ca",10km,mudslide,downpour,medium,unknown,0.0,0.0,,,,GLC,2337,36.0833,-117.9771,United States,US,California,Little Lake,17.79,2014/04/01,,COOLR_R,,,,,
POINT (98.1957634170001 16.882642135),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hpa-An 2018,Hpa-An Kayin Myanmar 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.88264214,98.19576342,Myanmar,MM,Kayin,Htisekaw,9.28,,,COOLR_R,,,,,
POINT (105.005111597 20.8053561080001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Da Bac 2017,Da Bac Hoa Binh Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,20.80535611,105.0051116,Vietnam,VN,Son La,Suvui,7.48,,,COOLR_R,,,,,
POINT (93.997827225 23.6321347000001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.6321347,93.99782723,Myanmar,MM,Chin,Seksih,9.94,,,COOLR_R,,,,,
POINT (103.865360192 22.129938893),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Than Uyen 2018,Than Uyen Lai Chau Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.12993889,103.86536019,Vietnam,VN,Lao Cai,Pac Tha,6.13,,,COOLR_R,,,,,
POINT (35.4458596970001 1.31694689400007),"Benz, G., and Stanley, T. (2020). Pokot Landslide Inventory.",https://www.capitalfm.co.ke/news/2019/11/landslide-death-toll-in-west-pokot-rises-to-43/,20837,2019/11/23,unknown,2019 West Pokot Landslides,,,exact,,rain,,,0.0,0.0,,,"Location digitized from Sentinel image for April 6, 2020",Pokot,,1.31694689,35.4458597,Kenya,KE,West Pokot,Cherangany Hills,3.92,,,COOLR_R,,,,,
