WKT_GEOM,NEW DATASET,ID,OLD DATASET,OLD ID,VERSION,COUNTRY,ACCURACY,START DATE,END DATE,TYPE,TRIGGER,AFFIDABILITY,PSV,DCMV,FATALITIES,INJURIES,NOTES,LINK
POINT (21.8302172370001 41.9244634180001),UGLC,CALC,COOLR_R,13108,2019,The Former Yugoslav Republic of Macedonia,ND,1956/01/01,2023/01/01,ND,ND,10,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: unpopulated, description: ND","Source: Peshevski, I., Jovanovski, M., & Nedelkovska, N. (2018). Landslides in Republic of Macedonia. Unpublished raw data, Ss. Cyril and Methodius University in Skopje,  Skopje,  MK."
POINT (93.6954694 22.243508623),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hakha Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (104.896143808 20.9812858720001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phu Yen Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (93.978114148 23.637543866),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (104.462575975 21.293032324),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phu Yen Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (-1.31659999999994 51.4536000000001),UGLC,CALC,COOLR_R,132,2019,United Kingdom,1000.0,2007/07/20,2007/07/20,slide,rainfall,7,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Chieveley, description: unpredicted by model",Source: http://news.bbc.co.uk/2/hi/uk_news/england/berkshire/6908862.stm
POINT (93.887423138 23.299654135),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (-123.1608 45.239),UGLC,CALC,COOLR_R,8713,2019,United States,0.0,2012/01/19,2012/01/19,slide,ND,1,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: OR 47, milepost 42, description: ND",Source: ND
POINT (103.5109 27.8694),UGLC,CALC,COOLR_R,5211,2019,China,5000.0,2013/07/27,2013/07/27,slide,rainfall,9,CALC,CALC,12.0,3.0,"Cooperative Open Online Landslide Repository - NASA, locality: Huangping Village, Huanghua Township Of Yongshan County, Yunnan, description: Seven bodies have been retrieved by Thursday afternoon from a landslide in southwest China's Yunnan Province that left 12 people missing on Saturday, local authorities said. A search is continuing at the site for the five people who remain missing, accor",Source: http://europe.chinadaily.com.cn/china/2013-08/01/content_16863294.htm
POINT (100.9366 6.83390000000003),UGLC,CALC,COOLR_R,2790,2019,Thailand,10000.0,2010/12/07,2010/12/07,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Khuan Mark village(?), Thepha district, Songkhla, description: 8/12/2010 at 12:00 AM Landslides were reported yesterday in Songkhla's Thepha and Na Thawi districts, which have suffered week-long torrential rain. One landslide occurred at Khuan Mark village in Thepha and there were two at Wang Yai village in Na Thawi",Source: http://www.bangkokpost.com/news/local/210171/south-suffers-more-flooding-landslides
POINT (103.806417877 22.1901930440001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Than Uyen Lai Chau Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (78.5698916270001 32.006534392),UGLC,CALC,COOLR_R,10857,2019,India,5000.0,2017/02/21,2017/02/21,rock fall,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: SH-30, Hangrang, Kinnaur, Himachal Pradesh, 172111, description: Three persons were killed and two others were injured when a huge rock fell on the vehicle they were travelling in near Shalkhar village in Kinnaur district, 300 km from here late this evening, police said.",Source: https://english.kolkata24x7.com/national-news/rock-slide-hits-car-in-hp-3-dead
POINT (123.739073 13.707587),UGLC,CALC,COOLR_R,12956,2019,Philippines,10000.0,2017/09/12,2017/09/12,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Lagonoy - Presentacion Rd, Presentacion, Camarines Sur, Philippines., description: A landslide occurs along Lagonoy-Presentacion Road, the Camarines Sur 3rd District Engineering Office reports on September 12, 2017.",Source: https://www.rappler.com/move-ph/issues/disasters/181945-tropical-depression-maring-closed-roads-landslides-luzon
POINT (73.0207 19.1711),UGLC,CALC,COOLR_R,5180,2019,India,5000.0,2013/07/24,2013/07/24,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: National Highway 4, Navi Mumbai, Maharashtra, description: A nearly one km-long stretch of the Mumbra bypass on the outskirts of the city caved in on Wednesday morning due to incessant rains and has been closed for vehicular traffic, police said. ÒDue to heavy rains, around one km-long stretch of the Mumbra byp",Source: http://www.thehindu.com/news/national/other-states/mumbra-bypass-develops-crater-closed-for-traffic/article4948062.ece
POINT (78.4401 30.7332000000001),UGLC,CALC,COOLR_R,2478,2019,India,25000.0,2010/09/20,2010/09/20,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: roads around Uttarkashi, Uttarakhand, description: Dehradun, Sep 23 (IANS) Widespread landslides and flash floods triggered by last week's torrential rains in Uttarakhand have cut off large parts of the Himalayan state and left hundreds of tourists and pilgrims stranded, including on the Mansarovar route",Source: http://sify.com/news/landslides-flash-floods-damage-roads-in-uttarakhand-news-national-kjxruecgidd.html
POINT (-119.4471 49.9745),UGLC,CALC,COOLR_R,6766,2019,Canada,1000.0,2015/02/09,2015/02/09,mudslide,rainfall,7,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Shayler Road in the McKinley Landing area of Kelowna, description: Kelowna firefighters responded to the slide, which covered two-thirds of the roadway, on Monday. When officers arrived water was still flowing, bringing debris down the slide area.",Source: http://www.kelownanow.com/watercooler/news/news/Kelowna/15/02/09/Crews_Respond_to_Mudslide_in_Kelowna
POINT (106.7814 -6.57019999999994),UGLC,CALC,COOLR_R,4065,2019,Indonesia,1000.0,2011/11/24,2011/11/24,slide,rainfall,7,CALC,CALC,2.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Cibogor, Bigor, description: Two people died in a landslide in Bogor after heavy rains lashed the area since Thursday evening.Nineteen-year-old Galih and her 10-year-old nephew, Aditya, were killed when a landslide buried their house in the Cibogor neighborhood of Central Bogor subd",Source: http://www.thejakartaglobe.com/news/2-die-in-storm-sparked-bogor-landslide/480940
POINT (102.48060764 19.7179510390001),UGLC,CALC,COOLR_R,ND,2019,Laos,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Xieng Ngeun Luang Prabang Laos 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (-4.03509999999994 5.31400000000002),UGLC,CALC,COOLR_R,6054,2019,Côte d'Ivoire,10000.0,2014/06/10,2014/06/10,slide,rainfall,9,CALC,CALC,12.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Abidjan, description: At least four people were killed in a landslide after heavy rains lashed the Ivorian economic capital Abidjan early on Tuesday.The tragedy occurred at Mossikro, a suburb of Attécoubé, a commune located in the central part of Abidjan where a similar lan",Source: http://en.starafrica.com/news/abidjan-landslide-claims-four-lives.html
POINT (-92.8955999999999 17.91),UGLC,CALC,COOLR_R,7431,2019,Mexico,50000.0,2015/10/07,2015/10/07,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Torno Largo ll, Centro, description: ND",Source: http://www.tabascohoy.com/2/notas/273505/dejan-lluvias-deslizamientos-e-inundaciones-en-la-sierra
POINT (93.7504054490001 22.678814704),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hakha Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (104.403800605 21.498614054),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Tram Tau Yen Bai Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (-118.05 34.162),UGLC,CALC,COOLR_R,978,2019,United States,5000.0,2009/02/06,2009/02/06,mudslide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Sierra Madre foothills northeast of downtown Los Angeles, description: The National Weather Service has issued flash flood watches through Saturday (Feb 6)afternoon for burn areas as well as for valleys, foothills and coastal areas from Ventura to San Diego counties and the Inland Empire. Meteorologists say the second wave",Source: http://abc7.com/archive/6644840/
POINT (104.047715875 21.603205196),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Muong La Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (102.287422758 19.6966575160001),UGLC,CALC,COOLR_R,ND,2019,Laos,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Xieng Ngeun Luang Prabang Laos 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (103.412058346 22.6829861320001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phong Tho Lai Chau Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (73.9067000000001 34.1093000000001),UGLC,CALC,COOLR_R,6361,2019,Pakistan,ND,2014/09/05,2014/09/05,slide,rainfall,10,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Selikot, description: At the zero line near LoC (Line of Control), a village Selikot has been cut off from the rest of the valley after a landslide blocked the only gate available to this village.",Source: http://www.kashmirlife.net/kashmir-flooded-landslide-near-loc-cut-off-a-village-from-valley-65164/
POINT (83.7432000000001 28.2748),UGLC,CALC,COOLR_R,7358,2019,Nepal,5000.0,2015/07/29,2015/07/29,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Pokhara-Baglung-Jomsom road at Mauribhir and Beteni of Tilahar VDC, description: The transport services have been obstructed as landslide swept away a section of the road at Mauribhir and Beteni of Tilahar VDC in Parbat district. Problem has surfaced to open the obstructed road immediately as the landslide swept away some 200 metres",Source: http://kathmandupost.ekantipur.com/news/2015-07-30/landslides-obstrut-pokhara-baglung-jomsom-road.html
POINT (120.6365 16.6085),UGLC,CALC,COOLR_R,1902,2019,Philippines,50000.0,2010/05/26,2010/05/26,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Sibuan Otong road(?), Barangay Sibuan(?), near San Fernando City, La Union, description: SAN FERNANDO CITY, La Union — At least 50 families living on the mountainside in Barangay Sibuan, here, lost their homes in a landslide that struck Wednesday night as continuous rains loosened the soil, local disaster officials reported Friday.  Luckil",Source: http://www.mb.com.ph/articles/259475/50-families-lose-homes-la-union-landslide
POINT (93.8357426530001 23.432442865),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (-122.2189 45.2004000000001),UGLC,CALC,COOLR_R,6366,2019,United States,5000.0,2014/11/05,2014/11/05,rock fall,ND,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: the 36 Pit Fire, description: A landslide covered all lanes of Highway 224 near Estacada, cutting off residents from rural communities Wednesday.",Source: http://www.kgw.com/story/news/local/2014/11/05/landslide-covers-highway-224-near-estacada/18561137/
POINT (106.638940723 16.7302671210001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Huong Hua Quang Tri Vietnam 2020",Source: https://doi.org/10.1002/gdj3.145
POINT (174.859788802 -41.0702495589999),UGLC,CALC,COOLR_R,14101,2019,New Zealand,1000.0,2017/07/14,2017/07/14,slide,rainfall,7,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Corner of Firth and Clurry Rd in Plimmerton, NZ, description: After heavy rain, hilltop property in Plimmerton was cut by a landslip on neighboring Porirua City Council Land.",Source: https://www.stuff.co.nz/dominion-post/news/108087730/plimmerton-couple-left-with-inaccessible-house-after-landslip
POINT (-2.42659999999995 50.6353),UGLC,CALC,COOLR_R,9434,2019,United Kingdom,1000.0,2016/04/18,2016/04/18,slide,rainfall,7,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Jurassic Coast near Bowleaze Cove,Weymouth, Britain, description: (Landslide may have occurred before April 18). A huge landslide has opened up a giant 900ft crevice along a cliff - dramatically changing the face of Britain's famous Jurassic Coast. The colossal crack emerged in the land's edge at Bowleaze Cove near Wey",Source: http://www.dailymail.co.uk/news/article-3547874/Huge-landslide-opens-900ft-crack-cliff-Jurassic-Coast-near-Weymouth-Dorset.html
POINT (-122.504103112 37.595918285),UGLC,CALC,COOLR_R,10186,2019,United States,0.0,2017/02/18,2017/02/18,mudslide,rainfall,1,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Cabrillo Hwy, Pacifica, California, 94044, description: A stretch of state Highway 1 in Pacifica is closed Saturday morning due to a mudslide, according to California Highway Patrol. The highway is closed at Linda Mar Boulevard. Around 4:31 a.m., CHP reported a tree blocking both lanes of the highway.",Source: http://kron4.com/2017/02/18/highway-1-blocked-by-mudslide-debris/
POINT (105.343905423 10.505470009),UGLC,CALC,COOLR_R,11016,2019,Vietnam,5000.0,2017/04/22,2017/04/22,riverbank collapse,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: My Hoi Dong, Huyện Chợ Mới, An Giang Province, Vietnam, description: 70 m section of Hau River bank collapse, destroying multiple houses. No casualties reported.",Source: http://english.vietnamnet.vn/fms/society/177118/houses-collapse-after-landslide-in-an-giang.html
POINT (93.669017426 22.323388187),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hakha Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (93.9684486240001 23.569594544),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (104.094631667 21.8095340900001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Mu Chang Chai Yen Bai Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (124.841 1.49310000000003),UGLC,CALC,COOLR_R,899,2019,Indonesia,25000.0,2008/11/22,2008/11/22,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: village of Kombos Timur in the North Sulawesi provincial capital of Manado, description: Local authorities have evacuated some 70 people to a school building after a landslide hit the hilly village of Kombos Timur in the North Sulawesi provincial capital of Manado. ""The move is aimed at preventing local people from falling victim to a furthe",Source: http://www.antara.co.id/en/arc/2008/11/23/landslide-forces-90-peoples-to-evacuate/
POINT (102.41000353 19.808479241),UGLC,CALC,COOLR_R,ND,2019,Laos,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Xieng Ngeun Luang Prabang Laos 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (93.9365578040001 23.5907892600001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (93.7498796850001 23.481563441),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (79.1127000000001 30.506),UGLC,CALC,COOLR_R,3759,2019,India,50000.0,2011/07/11,2011/07/11,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Highways leading to Badrinath and Gangotri, description: Dehra Dun, Jul 11 (PTI) Fresh landslides triggered by rains in Uttarakhand today blocked national highways leading to Badrinath and Gangotri. The landslides blocked Rishikesh-Badrinath national highway at Karnprayag area in Chamoli district and Rishikesh",Source: http://ibnlive.in.com/generalnewsfeed/news/rains-lash-ukhand-landslides-block-roads/754140.html
POINT (119.0562 26.3140000000001),UGLC,CALC,COOLR_R,8914,2019,China,50000.0,2016/07/09,2016/07/09,mudslide,rainfall,9,CALC,CALC,0.0,2.0,"Cooperative Open Online Landslide Repository - NASA, locality: Minhou county, Fujian province, China, description: Estimated Location. One missing. In Minhou county, Fujian province, more than 2,000 residents volunteered to search for a missing PLA flood fighter who had been caught in a mudslide, Fuzhou Evening News reported.  The county was hit by floods after typho",Source: http://www.china.org.cn/china/2016-07/12/content_38861310.htm
POINT (106.561235331 16.8074894710001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Huong Hua Quang Tri Vietnam 2020",Source: https://doi.org/10.1002/gdj3.145
POINT (106.693582541 16.6794573510001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Huong Hua Quang Tri Vietnam 2020",Source: https://doi.org/10.1002/gdj3.145
POINT (93.6853053120001 22.5263059370001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hakha Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (130.648426724 32.2505910240001),UGLC,CALC,COOLR_R,14104,2019,Japan,250000.0,2020/07/06,2020/07/06,mudslide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Kyushu, description: 44 dead, but the division between floods and landslides is unclear.",Source: https://nypost.com/2020/07/06/japan-floods-mudslides-kill-at-least-44-as-streets-turn-to-rivers/
POINT (93.833946961 23.5748904370001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (124.1621 14.0391000000001),UGLC,CALC,COOLR_R,4046,2019,Philippines,10000.0,2011/11/16,2011/11/16,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Marambong, Pandan, Catanduranes, description: A minor landslide in village Marambong, Pandan in Catanduanes injured one person identified as Gliceria delos Santos, 66.",Source: http://newsinfo.inquirer.net/94901/one-dead-as-low-pressure-area-affects-the-country%E2%80%94ndrrmc
POINT (93.9161000000001 24.7339000000001),UGLC,CALC,COOLR_R,1596,2019,India,5000.0,2010/03/27,2010/03/27,mudslide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: LangthAbal Khoupum, Imphal, Manipur, description: Pre-monsoon rains and a heavy storm  have created havoc in Manipur state.  Sudden sporadic downpours accompanied by heavy storm, which struck late on Saturday (March 27), left a trail of mass destruction in both the valley and hilly areas, as several roo",Source: http://news.oneindia.in/2010/03/29/rainsstorm-cause-havoc-inmanipur.html
POINT (106.9004 21.8689000000001),UGLC,CALC,COOLR_R,6316,2019,Vietnam,50000.0,2014/09/17,2014/09/17,slide,rainfall,9,CALC,CALC,1.0,1.0,"Cooperative Open Online Landslide Repository - NASA, locality: Pha Ca Commune, Cao Loc District, Lang Son Province, description: The chief administrator of Lang Son province's Cao Loc district, Hua Anh Tuan, says six people were killed and five others were injured when a landslide buried the hut they were sleeping in early Wednesday. A 5-year-old girl was killed and her mother was",Source: http://www.thehimalayantimes.com/fullNews.php?headline=Landslides+triggered+by+storm+kill+7+in+Vietnam&NewsID=427741
POINT (80.4687000000001 29.5193),UGLC,CALC,COOLR_R,4937,2019,Nepal,5000.0,2013/06/17,2013/06/17,slide,rainfall,9,CALC,CALC,5.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Siddheshwor-9, Baitadi, Western Region, description: Five members of a same family were killed in Siddheshwor-9, Baitadi after a landslide hit Ram Singh Eir's house.",Source: http://www.thehimalayantimes.com/fullNews.php?headline=7+killed++in+landslide+spree+in+far-west%E2%80%9A+3+injured+&NewsID=380458
POINT (2.65000000000003 39.5667),UGLC,CALC,COOLR_R,929,2019,Spain,50000.0,2008/12/14,2008/12/14,complex,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Palma and Calvia, as well as areas around the Serra de Tramuntana, Andratx, Sant Elm, Puigpunyent, Estellencs, Esporles, Escora, Bunyola, Alaró and Stanwell, description: 250 liters of rain per square meter fell in mountainous areas; A dozen roads were buried by landslides, hampering rescue efforts",Source: http://themallorca.net/2008/12/17/torrential-rain-causes-chaos-across-mallorca/
POINT (100.214496 5.45301100000006),UGLC,CALC,COOLR_R,11023,2019,Malaysia,5000.0,2016/11/07,2016/11/07,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Teluk Bahang, Penang, Malaysia, description: Penang Public Works Department said the road connecting Teluk Bahang to Balik Pulau is expected to be closed for a week for remedial works following a landslide early Monday morning.  Director Ir. Salleh Awang said the road along Batu Ferringhi, which is",Source: http://malaysiandigest.com/frontpage/29-4-tile/641673-teluk-bahang-landslide-roads-to-be-closed-for-a-week.html
POINT (104.593203999 21.2580364840001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phu Yen Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (93.7162045030001 22.2780846750001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hakha Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (104.573880644 21.2609549740001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phu Yen Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (93.7676174270001 23.2031859470001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (93.6467956380001 22.3157544630001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hakha Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (-120.0386 38.8386),UGLC,CALC,COOLR_R,7630,2019,United States,10000.0,2016/04/12,2016/04/12,rock fall,ND,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Hwy. 50 near Meyers, description: Julie Threewit of Meyers described it as “significant.” Her 4Runner was barely able to make it past the rock debris. She said two rocks were the size of a small car.",Source: http://www.laketahoenews.net/2016/04/rockslide-blocks-hwy-50-near-meyers/
POINT (93.7156935190001 22.488820167),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hakha Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (104.398723827 21.5593091490001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Tram Tau Yen Bai Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (-2.71219999999994 50.7472000000001),UGLC,CALC,COOLR_R,9067,2019,United Kingdom,0.0,2015/12/16,2015/12/16,slide,rainfall,1,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Smishops Lane, description: A LANDSLIP in west Dorset led to a lane being blocked off by a fallen tree.  The landslip occurred earlier this afternoon on Smishops Lane, Loders.  The road was closed whilst the tree was removed from the area.  No one is thought to have been injured.",Source: http://www.dorsetecho.co.uk/news/14149500.Landslip_blocks_off_lane_in_west_Dorset/
POINT (-72.5069999999999 18.2640000000001),UGLC,CALC,COOLR_R,747,2019,Haiti,25000.0,2008/08/26,2008/08/26,slide,rainfall,9,CALC,CALC,25.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Jacmel, description: most of people were killed by landslides and falling trees in the mountains",Source: http://ap.google.com/article/ALeqM5gVWjsPEiqe1tEu2mhBIRaxxGi8owD92RGO9O1
